Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1966","1966","ha","186760","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1966","1966","100 g/ha","34172","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1966","1966","t","638200","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1967","1967","ha","182590","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1967","1967","100 g/ha","37061","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1967","1967","t","676700","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1968","1968","ha","183320","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1968","1968","100 g/ha","41043","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1968","1968","t","752400","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1969","1969","ha","198374","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1969","1969","100 g/ha","39723","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1969","1969","t","788000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1970","1970","ha","214278","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1970","1970","100 g/ha","36495","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1970","1970","t","782000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1971","1971","ha","235200","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1971","1971","100 g/ha","42177","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1971","1971","t","992000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1972","1972","ha","251636","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1972","1972","100 g/ha","38989","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1972","1972","t","981100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1973","1973","ha","242814","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1973","1973","100 g/ha","37255","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1973","1973","t","904600","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1974","1974","ha","246254","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1974","1974","100 g/ha","42152","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1974","1974","t","1038000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1975","1975","ha","245122","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1975","1975","100 g/ha","41571","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1975","1975","t","1019000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1976","1976","ha","258799","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1976","1976","100 g/ha","35626","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1976","1976","t","922000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1977","1977","ha","289200","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1977","1977","100 g/ha","49965","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1977","1977","t","1445000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1978","1978","ha","307200","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1978","1978","100 g/ha","45443","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1978","1978","t","1396000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1979","1979","ha","323670","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1979","1979","100 g/ha","48135","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1979","1979","t","1558000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1980","1980","ha","366300","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1980","1980","100 g/ha","46437","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1980","1980","t","1701000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1981","1981","ha","356600","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1981","1981","100 g/ha","46831","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1981","1981","t","1670000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1982","1982","ha","332400","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1982","1982","100 g/ha","50421","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1982","1982","t","1676000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1983","1983","ha","313400","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1983","1983","100 g/ha","47958","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1983","1983","t","1503000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1984","1984","ha","304300","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1984","1984","100 g/ha","58166","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1984","1984","t","1770000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1985","1985","ha","298400","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1985","1985","100 g/ha","50067","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1985","1985","t","1494000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1986","1986","ha","265000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1986","1986","100 g/ha","53887","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1986","1986","t","1428000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1987","1987","ha","255000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1987","1987","100 g/ha","62706","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1987","1987","t","1599000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1988","1988","ha","242500","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1988","1988","100 g/ha","60825","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1988","1988","t","1475000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1989","1989","ha","236500","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0115","Barley","1989","1989","100 g/ha","56025","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0115","Barley","1989","1989","t","1325000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0115","Barley","1990","1990","ha","206600","A","Official figure",""
